image_id,is_back_color_black,is_back_pattern_solid,is_belly_color_white,is_belly_pattern_solid,is_bill_color_black,is_bill_length_shorter_than_head,is_bill_shape_all-purpose,is_breast_color_white,is_breast_pattern_solid,is_crown_color_black,is_eye_color_black,is_forehead_color_black,is_head_pattern_plain,is_leg_color_grey,is_nape_color_black,is_primary_color_black,is_shape_perching-like,is_size_small_(5_-_9_in),is_tail_pattern_solid,is_tail_shape_notched_tail,is_throat_color_white,is_under_tail_color_black,is_underparts_color_white,is_upper_tail_color_black,is_upperparts_color_black,is_wing_color_black,is_wing_pattern_multi-colored,is_wing_shape_rounded-wings,is_back_color_black_certainty,is_back_pattern_solid_certainty,is_belly_color_white_certainty,is_belly_pattern_solid_certainty,is_bill_color_black_certainty,is_bill_length_shorter_than_head_certainty,is_bill_shape_all-purpose_certainty,is_breast_color_white_certainty,is_breast_pattern_solid_certainty,is_crown_color_black_certainty,is_eye_color_black_certainty,is_forehead_color_black_certainty,is_head_pattern_plain_certainty,is_leg_color_grey_certainty,is_nape_color_black_certainty,is_primary_color_black_certainty,is_shape_perching-like_certainty,is_size_small_(5_-_9_in)_certainty,is_tail_pattern_solid_certainty,is_tail_shape_notched_tail_certainty,is_throat_color_white_certainty,is_under_tail_color_black_certainty,is_underparts_color_white_certainty,is_upper_tail_color_black_certainty,is_upperparts_color_black_certainty,is_wing_color_black_certainty,is_wing_pattern_multi-colored_certainty,is_wing_shape_rounded-wings_certainty,is_bill_shape_all-purpose_soft,is_wing_color_black_soft,is_upperparts_color_black_soft,is_underparts_color_white_soft,is_breast_pattern_solid_soft,is_back_color_black_soft,is_tail_shape_notched_tail_soft,is_upper_tail_color_black_soft,is_head_pattern_plain_soft,is_breast_color_white_soft,is_throat_color_white_soft,is_eye_color_black_soft,is_bill_length_shorter_than_head_soft,is_forehead_color_black_soft,is_under_tail_color_black_soft,is_nape_color_black_soft,is_belly_color_white_soft,is_wing_shape_rounded-wings_soft,is_size_small_(5_-_9_in)_soft,is_shape_perching-like_soft,is_back_pattern_solid_soft,is_tail_pattern_solid_soft,is_belly_pattern_solid_soft,is_primary_color_black_soft,is_leg_color_grey_soft,is_bill_color_black_soft,is_crown_color_black_soft,is_wing_pattern_multi-colored_soft,is_Warbler,image_file,train_val_test,is_Warbler_score
44,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,3,4,3,3,3,4,4,3,3,1,3,4,3,3,4,3,4,1,1,3,3,4,4,4,0.1,0.0,0.1,0.5,0.9,0.0,0.1,0.1,0.9,0.1,0.0,1.0,0.0,0.1,0.5,0.1,0.5,0.0,0.1,0.1,1.0,0.0,0.5,0.0,0.5,0.9,0.0,0.0,0,001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,test,0.0018435953
45,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,1,4,3,4,4,4,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.1,0.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0,001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,test,0.0154595245
46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,1,3,4,4,4,1,4,3,1,1,4,3,3,1,1,4,1,1,1,4,4,3,1,0.1,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.1,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.1,0.1,0.5,0.5,0.9,0.0,0.5,0.1,0.0,0.1,0,001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,train,0.00551542
47,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,0.9,0.1,0.1,0.1,0.9,0.1,0.1,0.5,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.5,0.9,0.1,0.9,0.9,0.1,0.1,0,001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,test,0.0013816996
48,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,3,3,3,3,3,3,3,1,3,3,2,1,3,3,3,2,3,3,3,3,3,1,1,2,2,2,0.1,0.75,0.5,0.9,0.1,0.5,0.1,0.5,0.25,0.1,0.1,0.9,0.1,0.1,0.9,0.1,0.9,0.25,0.25,0.1,0.5,0.1,0.1,0.9,0.5,0.9,0.5,0.75,0,001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,test,0.008278336
49,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,4,4,4,3,3,4,3,3,3,3,1,3,4,3,4,3,3,4,3,3,2,3,3,3,3,0.1,0.9,0.1,0.1,1.0,0.1,0.1,0.25,0.9,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,1.0,0.0,0.5,0.0,0.1,0.1,0,001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,train,0.0010587163
50,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.9,0.1,0.0,0,001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,test,0.0020240538
51,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,1,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0,001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,train,0.002301703
52,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,2,2,4,4,4,4,4,4,4,4,3,4,1,1,4,4,4,2,4,4,4,4,4,2,2,4,4,4,0.0,1.0,0.75,0.0,1.0,0.75,0.0,0.75,0.5,0.0,0.0,0.9,0.0,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0,001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,test,0.0023944983
53,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,1,1,1,1,3,0.1,0.5,0.5,0.9,0.1,0.5,0.1,0.5,0.1,0.1,0.1,0.9,0.1,0.1,0.5,0.1,0.9,0.1,0.1,0.1,0.5,0.5,0.9,0.1,0.1,0.9,0.1,0.5,0,001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,train,0.008437131
54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0,001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,test,0.008997453
55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,4,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,3,1,1,1,3,3,3,2,0.1,0.1,0.1,0.5,0.9,0.1,0.5,0.5,0.1,0.1,0.1,0.9,0.1,0.1,0.5,0.1,0.5,0.75,0.1,0.1,0.1,0.5,0.5,0.1,0.5,0.0,0.1,0.1,0,001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,train,0.0033715598
56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4,4,1,1,4,4,4,4,1,4,4,4,2,1,4,4,3,4,4,2,4,4,1,4,4,4,4,3,0.0,1.0,0.0,0.5,0.5,1.0,0.25,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,train,0.0023766502
57,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,2,4,3,4,4,2,4,3,4,3,1,4,4,3,3,1,3,3,2,4,1,1,3,1,4,0.0,0.9,0.5,0.0,0.25,0.5,0.1,0.5,0.9,0.0,0.1,0.9,0.1,0.0,0.75,0.0,0.25,0.0,0.1,0.1,0.5,0.5,0.75,0.0,0.5,0.0,0.0,0.5,0,001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,test,0.003651829
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,1,4,1,1,4,1,1,1,4,4,4,1,3,4,1,1,1,4,4,1,3,0.0,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.1,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,train,0.0065024616
59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,0.1,0.1,0.5,0.1,0.1,0.5,0.1,0.5,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.5,0.1,0.1,0.9,0,001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,test,0.0040134164
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,train,0.0012159523
61,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4,3,3,3,3,4,3,3,4,3,3,3,2,3,4,4,3,1,1,3,1,3,1,4,4,3,4,0.0,0.0,0.0,0.9,0.9,0.0,0.5,0.5,0.9,0.9,0.9,0.9,0.1,0.1,0.5,0.1,0.9,0.0,0.1,0.0,1.0,0.5,0.9,0.0,0.75,0.1,0.0,0.1,0,002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,test,0.008327789
62,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,4,1,4,1,4,4,4,1,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,train,0.00823637
63,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,4,4,4,3,3,4,4,4,4,4,4,4,2,4,4,4,4,3,3,4,4,3,4,4,4,4,3,0.0,0.0,0.0,0.9,1.0,0.0,0.9,0.0,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.1,1.0,0.0,0.25,0.1,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,test,0.03511081
64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,1,1,3,3,3,1,1,3,3,3,3,1,3,4,4,3,1,1,1,1,1,3,3,4,4,4,0.1,1.0,0.9,0.5,0.5,0.1,0.5,0.1,0.1,0.5,0.5,0.9,0.1,0.1,0.5,0.1,0.5,0.0,0.1,0.0,1.0,0.5,0.5,0.0,0.5,0.1,0.1,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,train,0.0017289551
65,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,4,4,3,4,3,2,4,4,4,4,4,1,2,2,3,4,1,1,4,1,2,1,2,1,1,3,0.1,0.5,0.25,0.75,1.0,0.1,0.5,0.5,0.0,0.75,1.0,1.0,0.0,0.0,0.5,0.25,1.0,0.9,0.0,0.1,0.75,0.5,1.0,0.25,0.5,0.1,0.0,0.5,0,002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,test,0.060947172
66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,4,4,3,4,3,4,1,1,1,1,3,3,3,4,3,1,4,3,3,3,1,1,1,1,4,0.0,0.5,0.5,0.1,1.0,0.5,0.0,0.5,0.5,0.1,0.1,0.5,0.1,0.5,0.9,0.1,0.1,0.0,0.1,0.0,0.5,0.5,1.0,0.9,0.1,0.0,0.5,0.5,0,002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,train,0.0021331424
67,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,0.0,1.0,1.0,0.9,0.9,0.0,1.0,0.0,0.0,0.9,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.9,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,train,0.0069616754
68,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,4,4,4,3,3,4,4,2,4,4,4,1,2,4,3,3,3,3,4,4,4,3,1,2,2,4,0.1,0.75,0.5,1.0,1.0,0.5,0.1,0.1,0.0,1.0,1.0,1.0,0.1,0.0,1.0,0.25,1.0,0.0,0.1,0.1,0.5,0.1,1.0,1.0,0.5,0.0,0.25,0.25,0,002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,test,0.0001637277
69,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,2,3,4,4,3,3,4,4,4,4,4,3,2,1,3,3,2,3,2,3,3,3,4,3,3,4,4,3,0.0,1.0,0.9,1.0,1.0,0.75,0.1,0.9,0.25,1.0,0.9,1.0,0.1,0.1,0.9,0.1,1.0,0.1,0.1,0.25,0.9,0.75,1.0,0.1,0.5,0.1,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,train,0.002859725
70,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,1,1,3,3,3,0.1,0.1,0.5,0.9,0.9,0.1,0.1,0.5,0.1,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.25,0.9,0.9,0.9,0.1,0.5,0.1,0.1,0.9,0,002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg,test,5.557604e-05
71,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,4,3,4,3,4,3,3,3,3,1,0.0,0.9,0.9,1.0,1.0,1.0,0.1,0.9,0.1,1.0,1.0,1.0,0.0,0.0,0.9,0.0,1.0,0.5,0.25,0.1,1.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0,002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,test,0.003186157
72,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,train,0.0041299067
73,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,3,2,2,4,4,4,1,4,2,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,0.25,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.25,1.0,1.0,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.1,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,train,0.00020993654
74,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,0.0,1.0,1.0,0.9,0.9,1.0,0.1,0.0,0.0,0.9,0.0,1.0,0.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.1,1.0,0.9,0.0,0.1,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,train,0.0016358367
75,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,0.5,0.5,0.25,0.75,0.75,0.25,0.5,0.5,0.25,0.25,0.75,0.25,0.75,0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.75,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0,002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,train,0.00040224666
76,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,4,1,4,1,1,4,4,1,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,test,0.0052104704
77,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,3,3,1,1,4,4,4,3,3,4,4,4,3,1,3,3,3,3,4,3,3,4,1,3,3,3,4,2,0.0,0.9,0.9,0.5,0.1,0.1,0.1,0.9,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.9,0.5,0.75,0.1,0.1,0.1,0.0,0.5,0.9,0.5,0.0,1.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,train,0.00079911784
78,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.75,0.5,0.25,0.25,0.25,0,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,train,0.0004498102
79,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,3,1,3,3,3,3,3,3,0.1,0.1,0.1,0.9,0.9,0.1,0.5,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.5,0.1,0.9,0.1,0.1,0.1,0.9,0.5,0.9,0.1,0.5,0.1,0.1,0.9,0,002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,test,0.00012320446
80,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2,2,2,3,4,3,4,4,2,4,4,4,3,1,4,4,3,3,1,1,4,1,3,1,2,2,2,4,0.0,0.75,0.75,0.9,0.75,0.75,0.5,0.5,0.1,1.0,1.0,1.0,0.1,0.0,0.5,0.0,0.75,0.0,0.1,0.1,0.25,0.5,0.9,1.0,0.5,0.0,0.0,0.25,0,002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,train,0.00069885177
81,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,3,1,1,1,4,4,4,4,4,4,4,4,4,1,4,3,3,4,3,1,4,3,3,3,4,4,4,1,0.0,1.0,1.0,0.9,1.0,0.9,0.5,0.9,0.0,1.0,1.0,1.0,0.0,0.0,0.9,0.0,0.5,0.5,0.0,0.1,0.5,0.9,0.5,0.9,0.5,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,train,0.00069989794
82,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,4,2,2,3,2,2,2,3,2,2,2,3,3,2,2,1,2,3,2,2,1,2,1,2,3,0.1,0.5,0.25,0.25,0.75,0.5,0.75,0.5,0.75,0.25,0.9,0.9,0.25,0.25,0.25,0.1,0.1,0.1,0.25,0.25,0.5,0.5,1.0,0.1,0.75,0.25,0.25,0.25,0,002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,test,0.007754345
83,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,4,4,4,3,3,3,3,4,4,4,4,4,1,3,4,3,3,3,3,4,2,3,3,4,4,4,3,0.1,0.0,0.0,0.9,1.0,0.0,0.1,0.1,0.0,0.9,1.0,1.0,0.1,0.0,0.25,0.1,1.0,0.1,0.1,0.1,1.0,0.9,1.0,0.0,0.5,0.1,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg,test,0.00033508646
84,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,4,3,4,3,3,4,4,4,0.0,1.0,0.9,1.0,1.0,0.9,0.1,0.9,1.0,1.0,1.0,1.0,0.0,0.0,0.9,0.0,1.0,0.0,0.1,0.1,0.9,0.1,1.0,0.1,0.25,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,val,0.0004024906
85,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,4,4,3,3,4,4,4,4,4,4,4,4,4,1,3,4,4,4,1,1,4,1,3,1,4,2,1,1,0.0,0.75,1.0,0.9,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.1,0.9,0.5,0.0,0.0,1.0,0.5,0.9,1.0,0.5,0.0,0.0,0.5,0,002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,test,0.003342956
86,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,3,4,3,1,4,3,4,4,1,3,3,3,4,1,1,1,1,4,0.0,0.5,0.5,1.0,1.0,0.5,0.1,0.5,0.1,1.0,0.1,0.9,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9,0.5,0.0,0.0,0.5,0,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,val,0.004529496
87,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,4,4,4,2,3,4,4,4,4,4,4,2,4,4,4,2,4,3,4,4,4,4,4,4,4,4,0.1,0.0,0.0,1.0,1.0,0.25,0.1,0.0,1.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.5,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg,test,0.00096973346
88,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0.25,0.25,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.75,0.25,0.25,0,002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,test,0.0027504785
89,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,0.25,0.25,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0,002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,train,0.014136762
90,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,test,0.0032337003
